(0, 2.7750001430511475)
(0, 3.2820000648498535)
(1, 3.452000141143799)
(2, 4.055999994277954)
(3, 4.801000118255615)
(2, 5.402000188827515)
(0, 6.578000068664551)
(1, 6.930000066757202)
(2, 7.183000087738037)
(3, 7.6540000438690186)
(2, 8.302000045776367)
(1, 9.0)
(2, 10.17799997329712)
(3, 10.680999994277954)
(1, 10.926000118255615)
(0, 11.502000093460083)
(1, 12.14900016784668)
(0, 12.657000064849854)
(1, 12.952000141143799)
(2, 13.502000093460083)
(2, 15.675000190734863)
(3, 16.049000024795532)
(2, 16.328999996185303)
(1, 17.0770001411438)
(0, 17.85199999809265)
(1, 18.700000047683716)
