(0, 0.4029998779296875)
(1, 0.806999921798706)
(2, 1.187999963760376)
(3, 1.5349998474121094)
(0, 1.804999828338623)
(2, 2.234999895095825)
(0, 2.3889999389648438)
(0, 3.302999973297119)
(2, 3.628000020980835)
(0, 3.7790000438690186)
(0, 4.643999814987183)
(2, 5.006999969482422)
(0, 5.1540000438690186)
(3, 7.4029998779296875)
(2, 8.733999967575073)
(3, 8.905999898910522)
(0, 10.128999948501587)
(1, 10.283999919891357)
(3, 10.684999942779541)
(2, 11.029000043869019)
(0, 11.40499997138977)
(1, 11.753999948501587)
(3, 12.128000020980835)
(2, 12.485999822616577)
(0, 12.983000040054321)
(1, 13.134999990463257)
(2, 14.328999996185303)
(3, 14.509999990463257)
(0, 15.756999969482422)
(1, 15.907999992370605)
(3, 16.312999963760376)
(2, 16.65499997138977)
(0, 17.003000020980835)
(1, 17.383999824523926)
(2, 17.75499987602234)
(3, 18.120999813079834)
(0, 19.378999948501587)
(2, 19.95899987220764)
(3, 20.128999948501587)
(0, 20.632999897003174)
(1, 20.78600001335144)
(2, 21.38100004196167)
(3, 21.52999997138977)
(0, 22.07799983024597)
(1, 22.26799988746643)
(2, 22.85699987411499)
(3, 23.05399990081787)
(0, 23.503000020980835)
(1, 23.682999849319458)
(3, 24.98300004005432)
(2, 25.641000032424927)
(3, 25.80999994277954)
(0, 26.328999996185303)
(1, 26.47599983215332)
(2, 27.057999849319458)
(3, 27.203999996185303)
(0, 27.76099991798401)
(3, 28.003999948501587)
(2, 28.537999868392944)
(3, 28.710000038146973)
(0, 29.236999988555908)
(1, 29.381999969482422)
(2, 29.95899987220764)
(3, 30.283999919891357)
(2, 30.783999919891357)
(2, 31.312999963760376)
(0, 32.835999965667725)
(1, 33.245999813079834)
(0, 33.569000005722046)
(0, 34.12999987602234)
(3, 36.75499987602234)
(2, 37.07799983024597)
(2, 38.15299987792969)
(3, 38.50499987602234)
(3, 39.75600004196167)
(2, 39.90999984741211)
(1, 40.258999824523926)
(0, 40.62899994850159)
(1, 40.93299984931946)
(2, 41.30499982833862)
(3, 41.657999992370605)
(2, 42.05900001525879)
(2, 42.58099985122681)
(0, 44.15599989891052)
(1, 44.55499982833862)
(0, 44.95599985122681)
(0, 45.48300004005432)
(3, 48.05799984931946)
(2, 48.3289999961853)
(0, 49.43499994277954)
(1, 49.80299997329712)
(2, 51.00399994850159)
(3, 51.17999982833862)
(2, 51.58099985122681)
(1, 51.97499990463257)
(0, 52.30399990081787)
(3, 52.67799997329712)
(0, 53.883999824523926)
(0, 54.02900004386902)
(2, 54.907999992370605)
(1, 55.07799983024597)
(2, 55.27999997138977)
(0, 55.60599994659424)
(3, 56.70899987220764)
(3, 56.835999965667725)
(0, 57.05399990081787)
(3, 57.40299987792969)
(3, 57.55299997329712)
(1, 58.032999992370605)
(2, 58.17799997329712)
(0, 58.484999895095825)
(3, 58.954999923706055)
(0, 59.85899996757507)
(2, 60.181999921798706)
(1, 60.58699989318848)
(3, 60.76099991798401)
(2, 60.980000019073486)
(1, 61.08500003814697)
(2, 61.33200001716614)
(0, 64.55499982833862)
(0, 65.16100001335144)
(1, 65.33200001716614)
(2, 65.82999992370605)
(3, 66.02199983596802)
(1, 66.65400004386902)
(0, 66.87999987602234)
(2, 67.35599994659424)
(3, 67.55399990081787)
(1, 68.05999994277954)
(0, 68.25399994850159)
(2, 68.75600004196167)
(3, 68.93700003623962)
(0, 70.17899990081787)
(2, 70.83500003814697)
(3, 71.02799987792969)
(0, 71.55399990081787)
(1, 71.80499982833862)
(2, 72.32999992370605)
(3, 72.58200001716614)
(0, 72.98199987411499)
(3, 73.26199984550476)
(2, 73.7039999961853)
(3, 73.85599994659424)
(3, 74.35500001907349)
(2, 74.55299997329712)
(0, 75.20299983024597)
(1, 75.55299997329712)
(0, 75.93499994277954)
(0, 76.38399982452393)
(2, 77.98599982261658)
(3, 78.28999996185303)
(2, 78.6819999217987)
(2, 79.28099989891052)
(3, 80.9210000038147)
(3, 81.98499989509583)
(2, 82.40400004386902)
(2, 83.42899990081787)
(3, 83.77999997138977)
(0, 84.9079999923706)
(1, 85.05399990081787)
(3, 85.37800002098083)
(2, 85.70499992370605)
(0, 86.00499987602234)
(1, 86.42799997329712)
(0, 86.76600003242493)
(1, 87.22899985313416)
(1, 87.73000001907349)
(2, 89.32799983024597)
(3, 89.66100001335144)
(2, 90.0809998512268)
(2, 90.65999984741211)
(3, 93.13800001144409)
(2, 93.50499987602234)
(0, 94.55599999427795)
(1, 94.9779999256134)
(0, 96.12999987602234)
(1, 96.31599998474121)
(3, 96.82999992370605)
(2, 97.45299983024597)
(0, 98.16999983787537)
(0, 101.63299989700317)
(1, 102.40599989891052)
(2, 103.40299987792969)
(3, 104.05399990081787)
(3, 104.90699982643127)
(2, 106.02999997138977)
(3, 106.23899984359741)
(0, 107.62800002098083)
(1, 108.3069999217987)
(0, 108.98000001907349)
(1, 109.48300004005432)
(0, 109.85800004005432)
(0, 110.38800001144409)
(2, 111.98199987411499)
(3, 112.25499987602234)
(2, 112.70299983024597)
(2, 113.2739999294281)
(3, 115.82799983024597)
(2, 116.23300004005432)
(3, 117.38100004196167)
(2, 117.7279999256134)
(2, 118.90400004386902)
(3, 119.07799983024597)
(2, 119.42899990081787)
(1, 119.73099994659424)
(0, 120.16899991035461)
(0, 120.4539999961853)
(1, 120.75499987602234)
(2, 121.10599994659424)
(3, 121.67899990081787)
(0, 123.30299997329712)
(1, 123.65299987792969)
(0, 124.00699996948242)
(0, 124.45299983024597)
(2, 126.15599989891052)
(3, 127.15400004386902)
(2, 127.48099994659424)
(0, 128.53199982643127)
(1, 128.88199996948242)
(2, 130.1579999923706)
(3, 130.32999992370605)
(2, 130.6529998779297)
(1, 130.98300004005432)
(0, 131.38199996948242)
(0, 131.7539999485016)
(1, 131.9319999217987)
(2, 132.0699999332428)
(3, 132.27900004386902)
(0, 133.2829999923706)
(1, 133.4099998474121)
(2, 133.5609998703003)
(3, 133.80399990081787)
(0, 134.71000003814697)
(1, 134.83200001716614)
(2, 135.00999999046326)
(3, 135.20899987220764)
(3, 136.0039999485016)
(2, 136.1619999408722)
(1, 136.31299996376038)
(0, 136.50699996948242)
(3, 136.97000002861023)
(0, 137.8109998703003)
(3, 138.13699984550476)
(1, 139.25600004196167)
(2, 139.4409999847412)
(0, 140.60399985313416)
(1, 140.96000003814697)
